rank,total_score,source,listing_id,url,state,county,acres,price_usd,price_per_acre,lat,lon,elevation_m,water_score,water_distance_m,power_score,power_distance_m,tower_score,tower_distance_m,road_access_score,state_score,acreage_score,price_score,water_crit_score,road_crit_score,title,listed_on
185,0.7138,landsearch,5129831,https://www.landsearch.com/properties/burdett-ks-67523/5129831,KS,Pawnee,610.0,1208000.0,1980.33,38.1945025,-99.5266228,646.5,0.9267536429078101,405.1,1.0,5768.6,0.16013291851539424,816.3,,1.0,0.9378,0.6699,0.5,,"Burdett, KS 67523",
186,0.7135,landwatch,425256922,https://www.landwatch.com/saint-lawrence-county-new-york-farms-and-ranches-for-sale/pid/425256922,NY,Saint Lawrence,485.0,750000.0,1546.39,44.421583,-75.3740838,136.7,0.9709848920499184,281.2,0.31363407835091045,539.1,1.0,,,1.0,0.84,0.7423,0.5,,"Richville, NY, 13681, Saint Lawrence County",
187,0.7133,landwatch,416880172,https://www.landwatch.com/okanogan-county-washington-hunting-property-for-sale/pid/416880172,WA,Okanogan,536.0,1050000.0,1958.96,48.523776,-119.410796,879.4,0.0,,1.0,,1.0,,,1.0,0.9307,0.6735,0.5,,"Riverside, WA, 98849, Okanogan County",
188,0.7132,landwatch,423973969,https://www.landwatch.com/saint-charles-parish-louisiana-undeveloped-land-for-sale/pid/423973969,LA,,1840.0,750000.0,407.61,29.9136495,-90.360364,1.6,0.0,,0.05,113.9,0.5533494621530545,1838.7,,1.0,0.5857,0.9321,0.5,,"Killona, LA, 70070",
189,0.713,landandfarm,38606732,https://www.landandfarm.com/property/478-acres-in-ellis-county-38606732/,OK,Ellis,478.0,717000.0,1500.0,36.3120915,-99.768073,660.2,0.7702902321438918,843.2,1.0,1968.2,1.0,,,1.0,0.8276,0.75,0.5,,"Gage, OK, 73843",
190,0.713,landwatch,423661813,https://www.landwatch.com/bennett-county-south-dakota-farms-and-ranches-for-sale/pid/423661813,SD,Bennett,478.0,717150.0,1500.31,43.8891446,-103.4239604,1336.3,1.0,72.7,1.0,16406.0,0.0,274.9,,1.0,0.8276,0.7499,0.5,,"Batesland, SD, 57751, Bennett County",
191,0.7127,landwatch,425053612,https://www.landwatch.com/cheyenne-county-kansas-farms-and-ranches-for-sale/pid/425053612,KS,Cheyenne,640.0,1129000.0,1764.06,39.7726611,-101.8000014,1010.0,0.8123092981901888,725.5,0.5459671893493258,864.4,0.11399982105366252,696.4,,1.0,0.8844,0.706,0.5,,"Saint Francis, KS, 67756, Cheyenne County",
192,0.7126,landwatch,426672350,https://www.landwatch.com/platte-county-missouri-undeveloped-land-for-sale/pid/426672350,MO,Platte,844.0,349500.0,414.1,39.3578665,-94.7667869,292.6,0.4170955871663341,1832.1,1.0,2122.8,0.35056558389515624,1311.5,,1.0,0.5843,0.931,0.5,,"Platte City, MO, 64079, Platte County",
193,0.7125,landwatch,426710714,https://www.landwatch.com/jefferson-davis-parish-louisiana-recreational-property-for-sale/pid/426710714,LA,,786.0,471000.0,599.24,30.0806414,-92.7120142,4.3,0.0,,0.6376808195145631,992.8,1.0,3978.7,,1.0,0.6249,0.9001,0.5,,"Lake Arthur, LA, 70549",
194,0.7123,landwatch,419628768,https://www.landwatch.com/texas-county-oklahoma-farms-and-ranches-for-sale/pid/419628768,OK,Texas,969.0,969000.0,1000.0,36.8618817,-101.212052,910.1,0.0,,1.0,1768.5,0.0,45.7,,1.0,0.713,0.8333,0.5,,"Hooker, OK, 73945, Texas County",
195,0.7121,landwatch,421130455,https://www.landwatch.com/jones-county-mississippi-recreational-property-for-sale/pid/421130455,MS,Jones,543.0,1107900.0,2040.33,31.69623,-89.0119542,86.5,0.630631248102512,1234.2,0.05,150.7,0.49778307352427426,1694.2,,1.0,0.9431,0.6599,0.5,,"Laurel, MS, 39443, Jones County",
196,0.7118,landwatch,421037132,https://www.landwatch.com/perkins-county-south-dakota-farms-and-ranches-for-sale/pid/421037132,SD,Perkins,480.0,740000.0,1541.67,45.5242846,-102.4657557,848.0,0.0,3323.8,1.0,,1.0,,,1.0,0.8311,0.7431,0.5,,"Bison, SD, 57620, Perkins County",
197,0.7113,landwatch,423278486,https://www.landwatch.com/harper-county-kansas-farms-and-ranches-for-sale/pid/423278486,KS,Harper,630.0,1180000.0,1873.02,37.013605,-98.184832,383.5,0.12544321183946072,2648.8,1.0,,1.0,,,1.0,0.9022,0.6878,0.5,,"Waldron, KS, 67150, Harper County",
198,0.711,landwatch,425501792,https://www.landwatch.com/dawes-county-nebraska-farms-and-ranches-for-sale/pid/425501792,NE,Dawes,1284.0,1605000.0,1250.0,42.7063287,-103.444453,1168.9,0.19605230153810838,2451.1,1.0,6555.3,1.0,,,1.0,0.7625,0.7917,0.5,,"Crawford, NE, 69339, Dawes County",
199,0.711,landwatch,425795609,https://www.landwatch.com/butte-county-south-dakota-farms-and-ranches-for-sale/pid/425795609,SD,Butte,640.0,1152000.0,1800.0,44.7139711,-103.4203114,864.7,0.6652859579004485,1137.2,1.0,,0.36317382721626673,1344.3,,1.0,0.8844,0.7,0.5,,"Newell, SD, 57760, Butte County",
200,0.7109,landwatch,424619515,https://www.landwatch.com/sawyer-county-wisconsin-recreational-property-for-sale/pid/424619515,WI,Sawyer,960.0,949000.0,988.54,45.6809311,-91.2333351,366.6,0.874270049243983,552.0,1.0,1781.2,1.0,,,1.0,0.7038,0.8352,0.5,,"Exeland, WI, 54835, Sawyer County",
201,0.7107,landwatch,426588492,https://www.landwatch.com/nassau-county-new-york-homes-for-sale/pid/426588492,NY,Nassau,1800.0,699000.0,388.33,40.5883147,-73.6665998,2.0,0.741090936749887,924.9,1.0,3674.2,0.46338927669163216,1604.8,,1.0,0.5697,0.9353,0.5,,"Long Beach, NY, 11561, Nassau County",
202,0.71,landwatch,419347197,https://www.landwatch.com/choctaw-county-alabama-recreational-property-for-sale/pid/419347197,AL,Choctaw,500.0,870000.0,1740.0,31.9401051,-88.2765452,79.4,0.512001707107804,1566.4,1.0,,0.7173724586863176,2265.2,,1.0,0.8667,0.71,0.5,,"Ararat, AL, 36921, Choctaw County",
203,0.7099,landwatch,426261051,https://www.landwatch.com/nassau-county-new-york-homes-for-sale/pid/426261051,NY,Nassau,2582.0,1600000.0,619.67,40.676535,-73.5339696,7.8,0.5530603800153586,1451.4,0.5990069494165617,938.6,0.3586933678285213,1332.6,,1.0,0.6173,0.8967,0.5,,"Bellmore, NY, 11710, Nassau County",
204,0.7099,landwatch,426617640,https://www.landwatch.com/allen-parish-louisiana-undeveloped-land-for-sale/pid/426617640,LA,,700.0,940000.0,1342.86,30.4964379,-93.05692,13.1,0.0,,1.0,,1.0,3750.2,,1.0,0.7778,0.7762,0.5,,"Reeves, LA, 70658",
205,0.7097,landwatch,426186001,https://www.landwatch.com/sequatchie-county-tennessee-undeveloped-land-for-sale/pid/426186001,TN,Sequatchie,1065.0,1597000.0,1499.53,35.3714141,-85.3913219,219.1,1.0,191.8,1.0,4233.7,0.0,199.8,,1.0,0.8119,0.7501,0.5,,"Dunlap, TN, 37327, Sequatchie County",
206,0.7094,landwatch,425080423,https://www.landwatch.com/gogebic-county-michigan-undeveloped-land-for-sale/pid/425080423,MI,Gogebic,431.0,517200.0,1200.0,46.2487598,-89.216972,530.7,0.9514202791367762,336.0,1.0,2967.8,1.0,,,1.0,0.744,0.8,0.5,,"Watersmeet, MI, 49969, Gogebic County",
207,0.7093,landwatch,423772120,https://www.landwatch.com/saint-lawrence-county-new-york-timberland-property-for-sale/pid/423772120,NY,Saint Lawrence,432.0,523000.0,1210.65,44.5370455,-74.9319529,269.3,0.8736953384331072,553.7,0.05,154.6,0.44939151222030693,1568.4,,1.0,0.7458,0.7982,0.5,,"Colton, NY, 13625, Saint Lawrence County",
208,0.7092,landwatch,422111416,https://www.landwatch.com/lake-county-oregon-farms-and-ranches-for-sale/pid/422111416,OR,Lake,1346.0,1346900.0,1000.67,42.1953106,-120.3488516,1454.4,0.0,,0.6553886012326667,1017.5,0.2768492915970572,1119.8,,1.0,0.6986,0.8332,0.5,,"Lakeview, OR, 97630, Lake County",
209,0.709,landwatch,417786865,https://www.landwatch.com/klamath-county-oregon-recreational-property-for-sale/pid/417786865,OR,Klamath,775.0,590000.0,761.29,42.5142526,-121.8723866,1372.7,0.0,,0.2555178039138046,457.7,0.9586629904190678,2892.5,,1.0,0.6444,0.8731,0.5,,"Sprague River, OR, 97624, Klamath County",
210,0.709,landwatch,422909859,https://www.landwatch.com/columbia-county-washington-farms-and-ranches-for-sale/pid/422909859,WA,Columbia,473.0,731000.0,1545.45,46.3170707,-117.9801817,489.4,0.0,,0.6039068028780799,945.5,0.0,249.4,,1.0,0.8187,0.7424,0.5,,"Dayton, WA, 99328, Columbia County",
211,0.7086,landwatch,425834382,https://www.landwatch.com/steuben-county-new-york-recreational-property-for-sale/pid/425834382,NY,Steuben,551.0,1200000.0,2177.86,42.258742,-77.5866026,345.8,0.7953423419572244,773.0,0.08426039354115314,218.0,0.2331849751651507,1006.3,,1.0,0.9573,0.637,0.5,,"Canisteo, NY, 14823, Steuben County",
212,0.7084,landwatch,413113841,https://www.landwatch.com/okanogan-county-washington-farms-and-ranches-for-sale/pid/413113841,WA,Okanogan,960.0,998990.0,1040.61,48.523776,-119.410796,879.4,0.0,,1.0,,1.0,,,1.0,0.7038,0.8266,0.5,,"Riverside, WA, 98849, Okanogan County",
213,0.7081,landwatch,426466129,https://www.landwatch.com/decatur-county-georgia-homes-for-sale/pid/426466129,GA,Decatur,1601.0,135000.0,84.32,30.8588982,-84.5825158,30.7,0.9871966341177317,235.8,0.31035214209878,534.5,0.8879985050987443,2708.8,,1.0,0.49,0.9859,0.5,,"Bainbridge, GA, 39819, Decatur County",
214,0.7076,landwatch,422465587,https://www.landwatch.com/greene-county-pennsylvania-recreational-property-for-sale/pid/422465587,PA,Greene,492.0,849000.0,1725.61,39.9964495,-80.4483825,400.8,0.6720946158318103,1118.1,1.0,3683.2,1.0,,,1.0,0.8524,0.7124,0.5,,"West Finley, PA, 15377, Greene County",
215,0.7073,landwatch,426121414,https://www.landwatch.com/shelby-county-tennessee-recreational-property-for-sale/pid/426121414,TN,Shelby,356.0,229500.0,644.66,35.2198535,-90.0057874,74.8,0.6586357402688787,1155.8,1.0,2544.7,0.2329883125576344,1005.8,,1.0,0.6107,0.8926,0.5,,"Memphis, TN, 38127, Shelby County",
216,0.7072,landwatch,419816910,https://www.landwatch.com/houghton-county-michigan-undeveloped-land-for-sale/pid/419816910,MI,Houghton,400.0,399900.0,999.75,47.2036618,-88.3875485,200.4,0.9519855744468082,334.4,1.0,,1.0,,,1.0,0.6889,0.8334,0.5,,"Lake Linden, MI, 49945, Houghton County",
217,0.707,landwatch,426059489,https://www.landwatch.com/kings-county-new-york-homes-for-sale/pid/426059489,NY,Kings,1800.0,838000.0,465.56,40.619033,-73.9235777,4.6,0.2764381425703566,2226.0,1.0,11901.0,1.0,,,1.0,0.5697,0.9224,0.5,,"Brooklyn, NY, 11234, Kings County",
218,0.7067,landwatch,426106591,https://www.landwatch.com/phillips-county-kansas-farms-and-ranches-for-sale/pid/426106591,KS,Phillips,480.0,792000.0,1650.0,39.5478599,-99.5594289,652.3,0.42745938418092355,1803.1,1.0,,1.0,,,1.0,0.8311,0.725,0.5,,"Logan, KS, 67646, Phillips County",
219,0.7066,landwatch,419330357,https://www.landwatch.com/kings-county-new-york-homes-for-sale/pid/419330357,NY,Kings,2441.0,2300000.0,942.24,40.5989687,-73.973072,6.1,0.0,,1.0,10981.7,0.5398820488407318,1803.7,,1.0,0.6737,0.843,0.5,,"Brooklyn, NY, 11223, Kings County",
220,0.7065,landwatch,424915064,https://www.landwatch.com/robeson-county-north-carolina-recreational-property-for-sale/pid/424915064,NC,Robeson,517.0,1008150.0,1950.0,34.4602554,-79.0285546,34.8,0.9365043665885427,377.8,1.0,4829.6,1.0,,,1.0,0.8969,0.675,0.5,,"Orrum, NC, 28369, Robeson County",
221,0.7062,landwatch,425903692,https://www.landwatch.com/pushmataha-county-oklahoma-recreational-property-for-sale/pid/425903692,OK,Pushmataha,640.0,1216000.0,1900.0,34.538801,-94.933429,265.3,1.0,194.5,1.0,,1.0,,,1.0,0.8844,0.6833,0.5,,"Honobia, OK, 74549, Pushmataha County",
222,0.7058,landwatch,424282479,https://www.landwatch.com/tangipahoa-parish-louisiana-recreational-property-for-sale/pid/424282479,LA,,1335.0,1500000.0,1123.6,30.6278474,-90.5238664,22.0,0.7375468831735319,934.9,0.9755831665784739,1465.8,0.1238480842196111,722.0,,1.0,0.71,0.8127,0.5,,"Independence, LA, 70443",
223,0.7054,landwatch,425483815,https://www.landwatch.com/queens-county-new-york-homes-for-sale/pid/425483815,NY,Queens,1800.0,899000.0,499.44,40.7289802,-73.8209632,20.9,0.6990114115268413,1042.8,1.0,1761.6,0.9249677767163773,2804.9,,1.0,0.5697,0.9168,0.5,,"Flushing, NY, 11367, Queens County",
224,0.7052,landwatch,425489963,https://www.landwatch.com/reynolds-county-missouri-farms-and-ranches-for-sale/pid/425489963,MO,Reynolds,520.0,1040000.0,2000.0,37.2398775,-90.9698137,203.4,0.880974656401344,533.3,0.5779436191905664,909.1,0.9138256188135135,2775.9,,1.0,0.9022,0.6667,0.5,,"Ellington, MO, 63638, Reynolds County",
225,0.7052,landwatch,426334200,https://www.landwatch.com/stevens-county-kansas-farms-and-ranches-for-sale/pid/426334200,KS,Stevens,477.0,790000.0,1656.18,37.1758798,-101.3455296,946.9,0.0,,0.9666172181375041,1453.3,0.0,392.5,,1.0,0.8258,0.724,0.5,,"Hugoton, KS, 67951, Stevens County",
226,0.705,landwatch,424131494,https://www.landwatch.com/houghton-county-michigan-undeveloped-land-for-sale/pid/424131494,MI,Houghton,400.0,418000.0,1045.0,47.2036618,-88.3875485,200.4,0.9519855744468082,334.4,1.0,,1.0,,,1.0,0.6889,0.8258,0.5,,"Lake Linden, MI, 49945, Houghton County",
227,0.705,landwatch,415075732,https://www.landwatch.com/harney-county-oregon-recreational-property-for-sale/pid/415075732,OR,Harney,513.0,1000000.0,1949.32,43.5454322,-119.1447476,1375.4,0.0,,1.0,2598.8,1.0,3202.6,,1.0,0.8898,0.6751,0.5,,"Burns, OR, 97720, Harney County",
228,0.7048,landwatch,425859225,https://www.landwatch.com/klamath-county-oregon-undeveloped-land-for-sale/pid/425859225,OR,Klamath,935.0,935000.0,1000.0,42.2456064,-121.7720706,1403.1,0.0,,0.1515087567023975,312.1,0.513314567549485,1734.6,,1.0,0.678,0.8333,0.5,,"Klamath Falls, OR, 97601, Klamath County",
229,0.7047,landwatch,424342538,https://www.landwatch.com/meade-county-south-dakota-farms-and-ranches-for-sale/pid/424342538,SD,Meade,1166.0,2250000.0,1929.67,44.0850817,-102.848774,871.8,0.8656418207088004,576.2,0.2226910202815059,411.8,0.6600751734458334,2116.2,,1.0,0.884,0.6784,0.5,,"New Underwood, SD, 57761, Meade County",
230,0.7046,landwatch,425614533,https://www.landwatch.com/hitchcock-county-nebraska-farms-and-ranches-for-sale/pid/425614533,NE,Hitchcock,1200.0,2130000.0,1775.0,40.3549333,-101.1182028,839.8,0.6366397648472215,1217.4,1.0,2601.1,0.5599472092377246,1855.9,,1.0,0.849,0.7042,0.5,,"Palisade, NE, 69040, Hitchcock County",
231,0.7045,landwatch,420073078,https://www.landwatch.com/volusia-county-florida-commercial-property-for-sale/pid/420073078,FL,Volusia,2790.0,999000.0,358.06,29.2152422,-81.0052385,3.8,0.0,,1.0,22214.7,0.6561026140494891,2105.9,,1.0,0.5341,0.9403,0.5,,"Daytona Beach, FL, 32118, Volusia County",
232,0.7045,landsearch,5083755,https://www.landsearch.com/properties/e-rd-100-s-quinter-ks-67740/5083755,KS,Sheridan,468.0,748800.0,1600.0,39.355279,-100.4398693,824.7,0.7233830632430197,974.5,1.0,,0.0,345.8,,1.0,0.8098,0.7333,0.5,,"Quinter, KS 67740",
233,0.7045,landandfarm,34978517,https://www.landandfarm.com/property/rawlins-county-grassland-34978517/,KS,Rawlins,418.0,501600.0,1200.0,39.9171429,-101.1124961,938.6,0.0,,1.0,,1.0,,,1.0,0.7209,0.8,0.5,,"Ludell, KS, 67730",
234,0.7044,landwatch,426531249,https://www.landwatch.com/gwinnett-county-georgia-homes-for-sale/pid/426531249,GA,Gwinnett,620.0,1300000.0,2096.77,34.0100679,-83.9016661,305.2,1.0,198.7,0.9213463427996335,1389.9,0.7856683749964761,2442.7,,1.0,0.92,0.6505,0.5,,"Dacula, GA, 30019, Gwinnett County",
235,0.7043,landwatch,425019651,https://www.landwatch.com/queens-county-new-york-homes-for-sale/pid/425019651,NY,Queens,2760.0,1149000.0,416.3,40.7038682,-73.8926633,27.0,0.0,,0.12806845027992345,279.3,0.9159374627309175,2781.4,,1.0,0.5461,0.9306,0.5,,"Glendale, NY, 11385, Queens County",
236,0.704,landwatch,425549870,https://www.landwatch.com/rooks-county-kansas-farms-and-ranches-for-sale/pid/425549870,KS,Rooks,622.0,1300000.0,2090.03,39.4247399,-99.1016187,530.4,0.5181308708412065,1549.2,1.0,7433.5,1.0,,,1.0,0.9164,0.6517,0.5,,"Woodston, KS, 67675, Rooks County",
237,0.7039,landwatch,426061761,https://www.landwatch.com/queens-county-new-york-homes-for-sale/pid/426061761,NY,Queens,2800.0,989000.0,353.21,40.593376,-73.7963042,1.5,0.6581526565219027,1157.2,0.10439201133110336,246.1,0.09972676256888834,659.3,,1.0,0.5301,0.9411,0.5,,"Arverne, NY, 11692, Queens County",
238,0.7036,landwatch,422534036,https://www.landwatch.com/iowa-county-iowa-commercial-property-for-sale/pid/422534036,IA,Iowa,2023.0,1900000.0,939.2,42.4639428,-96.3525956,361.0,0.16207166279090202,2546.2,1.0,1873.8,0.45499269845388207,1583.0,,1.0,0.6589,0.8435,0.5,,"Sioux City, IA, 51106, Iowa County",
239,0.7036,landwatch,426170937,https://www.landwatch.com/carroll-county-mississippi-undeveloped-land-for-sale/pid/426170937,MS,Carroll,647.0,1228654.0,1899.0,33.5159478,-89.9164777,66.3,0.8357477415038796,659.9,1.0,2336.1,0.9907936194904342,2976.1,,1.0,0.872,0.6835,0.5,,"Carrollton, MS, 38917, Carroll County",
240,0.7034,landwatch,418373206,https://www.landwatch.com/kings-county-new-york-homes-for-sale/pid/418373206,NY,Kings,2600.0,1880000.0,723.08,40.6020681,-73.9966626,6.5,0.0,,1.0,11890.6,0.8008164710817577,2482.1,,1.0,0.6101,0.8795,0.5,,"Brooklyn, NY, 11214, Kings County",
241,0.7029,landwatch,423311969,https://www.landwatch.com/wasco-county-oregon-farms-and-ranches-for-sale/pid/423311969,OR,Wasco,687.0,1095000.0,1593.89,45.4534958,-121.1272268,409.6,0.0,,0.16551386460864329,331.7,0.14205845861926403,769.4,,1.0,0.8009,0.7344,0.5,,"Dufur, OR, 97021, Wasco County",
242,0.7028,landwatch,425758484,https://www.landwatch.com/perry-county-tennessee-recreational-property-for-sale/pid/425758484,TN,Perry,969.0,1162800.0,1200.0,35.6108672,-87.8437087,157.3,0.8203767662351675,702.9,1.0,23336.7,0.5074658494859573,1719.4,,1.0,0.713,0.8,0.5,,"Linden, TN, 37096, Perry County",
243,0.7026,landwatch,422319681,https://www.landwatch.com/montgomery-county-georgia-recreational-property-for-sale/pid/422319681,GA,Montgomery,637.0,1274000.0,2000.0,32.0246426,-82.4954756,48.4,0.9399858269813196,368.0,1.0,1547.4,0.6816620511703921,2172.3,,1.0,0.8898,0.6667,0.5,,"Uvalda, GA, 30473, Montgomery County",
244,0.7024,landwatch,425147006,https://www.landwatch.com/whitley-county-kentucky-undeveloped-land-for-sale/pid/425147006,KY,Whitley,575.0,1437500.0,2500.0,36.7294231,-84.1587731,281.1,1.0,198.5,0.8179547452918384,1245.1,0.06093494736978069,558.4,,1.0,1.0,0.5833,0.5,,"Williamsburg, KY, 40769, Whitley County",
245,0.7018,landwatch,426588127,https://www.landwatch.com/holt-county-nebraska-farms-and-ranches-for-sale/pid/426588127,NE,Holt,479.0,835200.0,1743.63,42.4304452,-98.7540783,614.2,0.0,,1.0,2986.2,1.0,,,1.0,0.8293,0.7094,0.5,,"Ave. East of Inman, NE",
246,0.7017,landwatch,426583837,https://www.landwatch.com/campbell-county-tennessee-recreational-property-for-sale/pid/426583837,TN,Campbell,758.0,795900.0,1050.0,35.8156105,-84.2843525,291.6,0.9973369614655573,207.5,0.7504982202411385,1150.7,0.6730462397307988,2149.9,,1.0,0.6747,0.825,0.5,,"Pioneer, TN, 37771, Campbell County",
247,0.7017,landwatch,425098309,https://www.landwatch.com/beckham-county-oklahoma-farms-and-ranches-for-sale/pid/425098309,OK,Beckham,640.0,1276800.0,1995.0,35.423939,-99.911648,662.3,0.54617771076391,1470.7,0.4234267053095011,692.8,1.0,,,1.0,0.8844,0.6675,0.5,,"Sweetwater, OK, 73666, Beckham County",
248,0.7016,landwatch,425802221,https://www.landwatch.com/umatilla-county-oregon-farms-and-ranches-for-sale/pid/425802221,OR,Umatilla,577.0,1442500.0,2500.0,45.8505931,-118.6531502,536.5,0.0,,1.0,2391.8,1.0,,,1.0,0.9964,0.5833,0.5,,"Helix, OR, 97835, Umatilla County",
249,0.7014,landwatch,422338752,https://www.landwatch.com/le-flore-county-oklahoma-recreational-property-for-sale/pid/422338752,OK,Le Flore,1134.0,2262150.0,1994.84,35.1280784,-94.5696969,144.3,1.0,196.6,1.0,5587.1,1.0,,,1.0,0.883,0.6675,0.5,,"Cameron, OK, 74932, Le Flore County",
250,0.7005,landwatch,424095677,https://www.landwatch.com/butte-county-south-dakota-farms-and-ranches-for-sale/pid/424095677,SD,Butte,1278.0,1914600.0,1498.12,44.7139711,-103.4203114,864.7,0.6652859579004485,1137.2,1.0,,0.36317382721626673,1344.3,,1.0,0.7687,0.7503,0.5,,"TBD Graf Road Newell, SD 57760",
251,0.7002,landwatch,420774618,https://www.landwatch.com/scott-county-tennessee-recreational-property-for-sale/pid/420774618,TN,Scott,1272.0,1950000.0,1533.02,36.5642586,-84.4374116,433.7,0.8795689195915462,537.2,1.0,2264.1,0.6135441978488544,1995.2,,1.0,0.7748,0.7445,0.5,,"Winfield, TN, 37892, Scott County",
252,0.6999,landwatch,426716686,https://www.landwatch.com/harney-county-oregon-farms-and-ranches-for-sale/pid/426716686,OR,Harney,640.0,1300000.0,2031.25,43.5454322,-119.1447476,1375.4,0.0,,1.0,2598.8,1.0,3202.6,,1.0,0.8844,0.6615,0.5,,"Burns, OR, 97720, Harney County",
253,0.6992,landwatch,424988630,https://www.landwatch.com/gilliam-county-oregon-farms-and-ranches-for-sale/pid/424988630,OR,Gilliam,898.0,850000.0,946.55,44.9997441,-120.2139679,812.3,0.0,,0.497304735860051,796.2,1.0,,,1.0,0.6399,0.8422,0.5,,"Fossil, OR, 97830, Gilliam County",
254,0.6989,landwatch,426039449,https://www.landwatch.com/dallas-county-arkansas-recreational-property-for-sale/pid/426039449,AR,Dallas,503.0,1004283.0,1996.59,33.816015,-92.4184503,84.0,0.9036087539919115,469.9,0.6056193526889035,947.9,0.1970944421914274,912.4,,1.0,0.872,0.6672,0.5,,"Fordyce, AR, 71742, Dallas County",
255,0.6989,landwatch,425965351,https://www.landwatch.com/scott-county-tennessee-undeveloped-land-for-sale/pid/425965351,TN,Scott,1016.0,1524090.0,1500.09,36.3815391,-84.4527091,402.1,0.6267737023478541,1245.0,1.0,2674.0,0.0,63.7,,1.0,0.7615,0.75,0.5,,"Huntsville, TN, 37756, Scott County",
256,0.6988,landwatch,426449587,https://www.landwatch.com/kings-county-new-york-homes-for-sale/pid/426449587,NY,Kings,2000.0,1999999.0,1000.0,40.6623357,-73.9531821,18.8,0.0,,1.0,17233.7,0.11995111900785276,711.9,,1.0,0.6497,0.8333,0.5,,"Brooklyn, NY, 11225, Kings County",
257,0.698,landwatch,424411603,https://www.landwatch.com/jefferson-county-mississippi-recreational-property-for-sale/pid/424411603,MS,Jefferson,3000.0,349000.0,116.33,31.8705012,-91.0561757,90.5,0.5820934523763821,1370.1,1.0,1757.8,1.0,,,1.0,0.45,0.9806,0.5,,"Lorman, MS, 39096, Jefferson County",
258,0.6975,landwatch,420886442,https://www.landwatch.com/lauderdale-county-mississippi-recreational-property-for-sale/pid/420886442,MS,Lauderdale,694.0,1145100.0,1650.0,32.4196985,-88.5091072,85.5,0.9737810319524447,273.4,1.0,1934.9,0.8806270521846168,2689.6,,1.0,0.7884,0.725,0.5,,"Chunky, MS, 39364, Lauderdale County",
259,0.6973,landwatch,421805394,https://www.landwatch.com/charlevoix-county-michigan-undeveloped-land-for-sale/pid/421805394,MI,Charlevoix,561.0,1400000.0,2495.54,45.7186489,-85.5379186,198.1,0.0,,1.0,,1.0,3445.2,,1.0,0.9751,0.5841,0.5,,"Beaver Island, MI, 49782, Charlevoix County",
260,0.6972,landwatch,419418800,https://www.landwatch.com/union-county-oregon-farms-and-ranches-for-sale/pid/419418800,OR,Union,2389.0,2950000.0,1234.83,45.5645644,-117.9220518,819.5,0.0,,0.38084349982372934,633.2,1.0,,,1.0,0.6946,0.7942,0.5,,"Elgin, OR, 97827, Union County",
261,0.6971,landsearch,5218114,https://www.landsearch.com/properties/centreville-al-35042/5218114,AL,Bibb,573.0,1486369.0,2594.01,32.9523907,-87.1389578,82.2,0.8580264754730211,597.5,1.0,,0.05,428.1,,1.0,0.9964,0.5677,0.5,,"Centreville, AL 35042",
262,0.697,landwatch,424335057,https://www.landwatch.com/washington-county-mississippi-hunting-property-for-sale/pid/424335057,MS,Washington,1550.0,350000.0,225.81,33.4173511,-91.0249026,36.9,1.0,199.7,0.8068715053899331,1229.6,0.09047938270115091,635.2,,1.0,0.4696,0.9624,0.5,,"Winn Road Greenville, MS 38703",
263,0.6968,landwatch,424811753,https://www.landwatch.com/yazoo-county-mississippi-recreational-property-for-sale/pid/424811753,MS,Yazoo,916.0,989000.0,1079.69,32.8454066,-90.4206987,26.4,1.0,85.4,0.0,67.5,0.0,288.6,,1.0,0.6585,0.8201,0.5,,"Yazoo City, MS, 39194, Yazoo County",
264,0.6964,landwatch,426297037,https://www.landwatch.com/lowndes-county-alabama-undeveloped-land-for-sale/pid/426297037,AL,Lowndes,528.0,1188000.0,2250.0,32.1813668,-86.6500141,51.9,0.09240113196923938,2741.3,0.28107989214753204,493.5,1.0,,,1.0,0.9164,0.625,0.5,,"Hayneville, AL, 36040, Lowndes County",
265,0.6957,landwatch,421006308,https://www.landwatch.com/clay-county-tennessee-farms-and-ranches-for-sale/pid/421006308,TN,Clay,1157.0,2500000.0,2160.76,36.4097936,-85.454493,334.6,1.0,174.6,1.0,3860.2,1.0,,,1.0,0.8933,0.6399,0.5,,"Hilham, TN, 38568, Clay County",
266,0.6955,landwatch,426047985,https://www.landwatch.com/botetourt-county-virginia-undeveloped-land-for-sale/pid/426047985,VA,Botetourt,482.0,915800.0,1900.0,37.6727195,-79.8260635,341.4,0.5240672788908403,1532.6,0.804135882818394,1225.8,1.0,,,1.0,0.8347,0.6833,0.5,,"Eagle Rock, VA, 24085, Botetourt County",
267,0.6954,landwatch,424067636,https://www.landwatch.com/kings-county-new-york-homes-for-sale/pid/424067636,NY,Kings,1000.0,1500000.0,1500.0,40.6274782,-73.945663,8.1,0.0,,1.0,13341.5,1.0,,,1.0,0.745,0.75,0.5,,"Brooklyn, NY, 11210, Kings County",
268,0.6952,landwatch,418327291,https://www.landwatch.com/baraga-county-michigan-lakefront-property-for-sale/pid/418327291,MI,Baraga,400.0,500000.0,1250.0,46.5336696,-88.1063017,472.4,0.6905790154472202,1066.4,0.7760116494326754,1186.4,0.53723086313824,1796.8,,1.0,0.6889,0.7917,0.5,,"Michigamme, MI, 49861, Baraga County",
